OFFICE,STATE,OH,NAME,PARTY,ELECYR,ELECTP,QUESTION,POSPCT,NEGPCT,RATINGSC,POLLSTER,DAYIN,MONTHIN,YEARIN,DATEIN,DAYOUT,MONTHOUT,YEAROUT,DATEOUT,SAMPLE,TYPE,SOURCE,SOURCED,,,,,,
2,5,8,Davis,1,1998,1,1,41,47,3,502,7,9,2001,9/7/2001,10,9,2001,9/10/2001,1003,3,2,,,,,,,
2,5,8,Davis,1,1998,1,1,54,36,3,506,22,10,2001,10/22/2001,31,10,2001,10/31/2001,2002,3,2,26-Nov-2001,,,,,,
2,5,8,Davis,1,1998,1,52,62,19,3,506,22,10,2001,10/22/2001,31,10,2001,10/31/2001,2002,3,2,26-Nov-2001,,,,,,
2,5,8,Davis,1,1998,1,1,51,37,3,506,26,11,2001,11/26/2001,4,12,2001,12/4/2001,2000,3,2,,,,,,,
2,5,8,Davis,1,1998,1,1,41,46,3,502,1,12,2001,12/1/2001,11,12,2001,12/11/2001,1000,3,2,,,,,,,
2,5,8,Davis,1,1998,1,1,39,53,3,502,23,1,2002,1/23/2002,27,1,2002,1/27/2002,1022,2,2,,,,,,,
2,5,8,Davis,1,1998,1,1,47,45,3,503,23,1,2002,1/23/2002,27,1,2002,1/27/2002,1294,2,2,,,,,,,
2,5,8,Davis,1,1998,1,1,51,42,3,506,4,2,2002,2/4/2002,14,2,2002,2/14/2002,2056,3,2,,,,,,,
2,5,8,Davis,1,1998,1,1,47,47,3,503,20,2,2002,2/20/2002,24,2,2002,2/24/2002,1398,2,2,,,,,,,
2,5,8,Davis,1,1998,1,1,39,54,3,506,26,12,2002,12/26/2002,10,1,2002,1/10/2002,2023,3,2,,,,,,,
2,5,8,Davis,1,1998,1,1,52,38,3,506,26,12,2002,12/26/2002,10,1,2002,1/10/2002,2023,3,2,,,,,,,
2,5,8,Davis,1,1998,1,1,68,20,3,506,26,12,2002,12/26/2002,10,1,2002,1/10/2002,2023,3,2,,,,,,,
2,5,8,Davis,1,1998,1,1,61,21,3,502,,6,2000,6//2000,,6,2000,6//2000,,,2,,,,,,,
2,5,8,Davis,1,1998,1,1,51,43,1,506,,9,1999,9//1999,,9,1999,9//1999,,,12,,,,,,,
2,5,8,Davis,1,1998,1,1,41,49,3,502,25,6,2002,6/25/2002,2,7,2002,7/2/2002,543,3,16,,,,,,,
2,5,8,Davis,1,1998,1,1,51,42,3,506,14,8,2002,8/14/2002,21,8,2002,8/21/2002,2014,3,16,,,,,,,
2,5,8,Davis,1,1998,1,1,39,49,3,502,23,8,2002,8/23/2002,3,9,2002,9/3/2002,507,3,16,,,,,,,
2,5,8,Davis,1,1998,1,1,49,44,3,506,12,9,2002,9/12/2002,21,9,2002,9/21/2002,1005,3,16,,,,,,,
2,5,8,Davis,1,1998,1,1,51,44,3,503,25,9,2002,9/25/2002,29,9,2002,9/29/2002,1171,3,16,,,,,,,
2,5,8,Davis,1,1998,1,1,46,51,3,503,22,10,2002,10/22/2002,27,10,2002,10/27/2002,879,3,16,,,,,,,
2,5,8,Davis,1,1998,1,1,27,64,3,503,27,2,2003,2/27/2003,3,3,2003,3/3/2003,1300,3,16,,,,,,,
2,5,8,Davis,1,1998,1,1,24,65,3,502,1,4,2003,4/1/2003,6,4,2003,4/6/2003,695,2,23,,,,,,,
2,5,8,Davis,1,1998,1,1,28,64,3,507,22,5,2003,5/22/2003,1,6,2003,6/1/2003,2003,3,16,,,,,,,
2,5,8,Davis,1,1998,1,5,23,66,3,507,22,5,2003,5/22/2003,1,6,2003,6/1/2003,2003,3,16,,,,,,,
2,5,8,Davis,1,2002,2,1,31,66,3,8012,10,2,2003,2/10/2003,15,2,2003,2/15/2003,511,1,12,,,,,,,
2,5,8,Davis,1,2002,2,1,33,60,3,507,6,2,2003,2/6/2003,17,2,2003,2/17/2003,2004,3,12,,,,,,,
2,5,8,Davis,1,2002,2,5,26,63,3,507,6,2,2003,2/6/2003,17,2,2003,2/17/2003,2004,3,12,,,,,,,
2,5,8,Davis,1,2002,2,1,27,64,3,503,27,2,2003,2/27/2003,3,3,2003,3/3/2003,1300,3,12,,,,,,,
2,5,8,Davis,1,2002,2,42,22,63,3,503,27,2,2003,2/27/2003,3,3,2003,3/3/2003,1300,3,12,,,,,,,
2,5,8,Davis,1,2002,2,55,20,67,3,503,27,2,2003,2/27/2003,3,3,2003,3/3/2003,1300,3,12,,,,,,,
2,5,8,Davis,1,2002,2,51,29,56,3,503,27,2,2003,2/27/2003,3,3,2003,3/3/2003,1300,3,12,,,,,,,
2,5,8,Davis,1,2002,2,56,17,69,3,503,27,2,2003,2/27/2003,3,3,2003,3/3/2003,1300,3,12,,,,,,,
2,5,8,Davis,1,2002,2,1,28,64,3,507,22,5,2003,5/22/2003,1,6,2003,6/1/2003,2003,3,12,,,,,,,
2,5,8,Davis,1,2002,2,56,23,66,3,507,22,5,2003,5/22/2003,1,6,2003,6/1/2003,2003,3,12,,,,,,,
2,5,8,Davis,1,2002,2,1,28,64,3,507,4,6,2003,6/4/2003,15,6,2003,6/15/2003,2002,3,12,,,,,,,
2,5,8,Davis,1,2002,2,1,22,67,3,503,28,6,2003,6/28/2003,2,7,2003,7/2/2003,1412,3,16,,,,,,,
2,5,8,Davis,1,2002,2,56,17,74,3,503,28,6,2003,6/28/2003,2,7,2003,7/2/2003,1412,3,16,,,,,,,
2,5,8,Davis,1,2002,2,42,19,72,3,503,28,6,2003,6/28/2003,2,7,2003,7/2/2003,1412,3,16,,,,,,,
2,5,8,Davis,1,2002,2,55,22,64,3,503,28,6,2003,6/28/2003,2,7,2003,7/2/2003,1412,3,12,,,,,,,
2,5,8,Davis,1,2002,2,51,27,61,3,503,28,6,2003,6/28/2003,2,7,2003,7/2/2003,1412,3,12,,,,,,,
2,5,8,Davis,1,2002,2,1,23,66,3,502,1,7,2003,7/1/2003,13,7,2003,7/13/2003,500,2,16,,,,,,,
2,5,8,Davis,1,2002,2,1,25,70,53,7021,18,7,2003,7/18/2003,21,7,2003,7/21/2003,800,2,16,,,,,,,
2,5,8,Davis,1,2002,2,1,29,63,3,9009,8,8,2003,8/8/2003,8,8,2003,8/8/2003,508,2,12,,,,,,,
2,5,8,Davis,1,2002,2,1,22,70,3,502,10,8,2003,8/10/2003,13,8,2003,8/13/2003,629,2,16,,,,,,,
2,5,8,Davis,1,2002,2,1,26,67,3,507,8,8,2003,8/8/2003,17,8,2003,8/17/2003,2001,3,16,,,,,,,
2,5,8,Davis,1,2002,2,42,22,67,3,507,8,8,2003,8/8/2003,17,8,2003,8/17/2003,2001,3,16,,,,,,,
2,5,8,Davis,1,2002,2,1,26,72,3,503,16,8,2003,8/16/2003,21,8,2003,8/21/2003,801,1,16,,,,,,,
2,5,8,Davis,1,2002,2,1,34,63,3,503,6,9,2003,9/6/2003,10,9,2003,9/10/2003,922,1,16,,,,,,,
2,5,8,Davis,1,2002,2,1,31,65,3,507,9,9,2003,9/9/2003,17,9,2003,9/17/2003,1033,1,16,,,,,,,
2,5,8,Davis,1,2002,2,42,26,65,3,507,9,9,2003,9/9/2003,17,9,2003,9/17/2003,1033,1,16,,,,,,,
2,5,8,Davis,1,2002,2,1,32,62,3,9008,25,9,2003,9/25/2003,27,9,2003,9/27/2003,1007,3,16,,,,,,,
2,5,8,Davis,1,2002,2,1,31,65,3,502,25,9,2003,9/25/2003,29,9,2003,9/29/2003,815,1,16,,,,,,,
2,5,8,Davis,1,2002,2,1,26,67,3,9005,1,10,2003,10/1/2003,4,10,2003,10/4/2003,1000,1,16,,,,,,,
2,5,8,Davis,1,2002,2,57,39,51,54,503,27,2,2003,2/27/2003,3,3,2003,3/3/2003,1300,3,16,,,,,,,
2,5,8,Davis,1,2002,2,57,46,43,55,502,1,4,2003,4/1/2003,6,4,2003,4/6/2003,695,2,12,,,,,,,
2,5,8,Davis,1,2002,2,57,48,41,55,507,22,5,2003,5/22/2003,1,6,2003,6/1/2003,2003,3,16,,,,,,,
2,5,8,Davis,1,2002,2,57,54,39,58,7022,1,6,2003,6/1/2003,1,6,2003,6/1/2003,800,10,12,,,,,,,
2,5,8,Davis,1,2002,2,57,48,42,55,507,4,6,2003,6/4/2003,15,6,2003,6/15/2003,2002,3,12,,,,,,,
2,5,8,Davis,1,2002,2,57,51,43,55,502,1,7,2003,7/1/2003,3,7,2003,7/3/2003,580,2,16,,,,,,,
2,5,8,Davis,1,2002,2,57,59,36,56,7021,18,7,2003,7/18/2003,21,7,2003,7/21/2003,800,2,16,,,,,,,
2,5,8,Davis,1,2002,2,57,54,35,55,9009,8,8,2003,8/8/2003,8,8,2003,8/8/2003,508,2,16,,,,,,,
2,5,8,Davis,1,2002,2,57,64,29,55,9009,7,8,2003,8/7/2003,10,8,2003,8/10/2003,801,2,12,,,,,,,
2,5,8,Davis,1,2002,2,57,69,26,55,9009,7,8,2003,8/7/2003,10,8,2003,8/10/2003,532,11,16,,,,,,,
2,5,8,Davis,1,2002,2,57,59,35,57,9019,10,8,2003,8/10/2003,10,8,2003,8/10/2003,510,2,16,,,,,,,
2,5,8,Davis,1,2002,2,57,58,37,58,502,10,8,2003,8/10/2003,13,8,2003,8/13/2003,448,1,12,,,,,,,
2,5,8,Davis,1,2002,2,57,58,36,55,506,8,8,2003,8/8/2003,17,8,2003,8/17/2003,993,1,16,,,,,,,
2,5,8,Davis,1,2002,2,57,63,35,55,7022,13,8,2003,8/13/2003,18,8,2003,8/18/2003,1000,10,16,,,,,,,
2,5,8,Davis,1,2002,2,57,57,36,58,7002,18,8,2003,8/18/2003,18,8,2003,8/18/2003,1000,1,12,,,,,,,
2,5,8,Davis,1,2002,2,57,50,45,58,503,16,8,2003,8/16/2003,21,8,2003,8/21/2003,801,1,12,,,,,,,
2,5,8,Davis,1,2002,2,57,55,41,55,8020,2,9,2003,9/2/2003,3,9,2003,9/3/2003,800,1,16,,,,,,,
2,5,8,Davis,1,2002,2,57,53,41,58,7023,1,9,2003,9/1/2003,4,9,2003,9/4/2003,1005,1,16,,,,,,,
2,5,8,Davis,1,2002,2,57,55,40,55,502,3,9,2003,9/3/2003,7,9,2003,9/7/2003,505,1,16,,,,,,,
2,5,8,Davis,1,2002,2,57,62,38,58,508,29,8,2003,8/29/2003,8,9,2003,9/8/2003,528,1,16,,,,,,,
2,5,8,Davis,1,2002,2,57,50,47,58,503,6,9,2003,9/6/2003,10,9,2003,9/10/2003,922,1,16,,,,,,,
2,5,8,Davis,1,2002,2,57,53,42,58,507,9,9,2003,9/9/2003,17,9,2003,9/17/2003,1033,1,16,,,,,,,
2,5,8,Davis,1,2002,2,57,53,41,58,7023,24,9,2003,9/24/2003,25,9,2003,9/25/2003,804,1,16,,,,,,,
2,5,8,Davis,1,2002,2,57,63,35,58,9008,25,9,2003,9/25/2003,27,9,2003,9/27/2003,1007,11,16,,,,,,,
2,5,8,Davis,1,2002,2,57,56,42,58,503,25,9,2003,9/25/2003,29,9,2003,9/29/2003,815,1,16,,,,,,,
2,5,8,Davis,1,2002,2,57,57,39,58,502,25,9,2003,9/25/2003,1,10,2003,10/1/2003,894,1,16,,,,,,,
2,5,8,Davis,1,2002,2,57,59,41,58,508,26,9,2003,9/26/2003,4,10,2003,10/4/2003,702,1,16,,,,,,,
2,5,8,Davis,1,2002,2,57,54,41,56,9005,1,10,2003,10/1/2003,4,10,2003,10/4/2003,1000,1,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,52,27,3,502,5,1,2004,1/5/2004,9,1,2004,1/9/2004,500,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,59,22,3,507,3,1,2004,1/3/2004,11,1,2004,1/11/2004,2002,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,56 and 5,54,26,3,507,3,1,2004,1/3/2004,11,1,2004,1/11/2004,2002,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,55,26,3,507,8,2,2004,2/8/2004,16,2,2004,2/16/2004,2004,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,56 and 5,51,31,3,507,8,2,2004,2/8/2004,16,2,2004,2/16/2004,2004,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,56,26,3,502,18,2,2004,2/18/2004,22,2,2004,2/22/2004,958,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,65,19,3,503,18,2,2004,2/18/2004,22,2,2004,2/22/2004,1521,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,69,22,3,503,17,4,2004,4/17/2004,21,4,2004,4/21/2004,1265,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,65,23,3,502,18,4,2004,4/18/2004,24,5,2004,5/24/2004,647,1,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,57,29,3,506,30,6,2004,6/30/2004,14,7,2004,7/14/2004,2505,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,65,22,3,502,30,7,2004,7/30/2004,8,8,2004,8/8/2004,602,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,65,28,3,7024,9,8,2004,8/9/2004,11,8,2004,8/11/2004,801,1,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,65,24,3,503,17,9,2004,9/17/2004,21,9,2004,9/21/2004,1320,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,60,26,3,509,3,1,2005,1/3/2005,7,1,2005,1/7/2005,600,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,60,33,3,506,11,1,2005,1/11/2005,18,1,2005,1/18/2005,2002,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,56,48,41,3,506,11,1,2005,1/11/2005,18,1,2005,1/18/2005,2002,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,54,35,3,502,8,2,2005,2/8/2005,17,2,2005,2/17/2005,1009,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,55,35,3,502,8,2,2005,2/8/2005,17,2,2005,2/17/2005,800,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,43,43,3,509,28,3,2005,3/28/2005,1,4,2005,4/1/2005,1030,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,47,42,3,510,12,4,2005,4/12/2005,16,4,2005,4/16/2005,800,1,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,40,50,3,506,4,4,2005,4/4/2005,17,4,2005,4/17/2005,2502,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,40,49,3,506,10,5,2005,5/10/2005,17,5,2005,5/17/2005,2003,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,56,37,51,3,506,10,5,2005,5/10/2005,17,5,2005,5/17/2005,2003,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,31,58,3,502,13,6,2005,6/13/2005,19,6,2005,6/19/2005,954,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,37,53,3,502,13,6,2005,6/13/2005,19,6,2005,6/19/2005,711,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,34,55,3,509,27,6,2005,6/27/2005,1,7,2005,7/1/2005,928,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,34,51,3,506,28,6,2005,6/28/2005,1,7,2005,7/1/2005,2502,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,40,56,3,9023,6,5,2005,5/6/2005,8,5,2005,5/8/2005,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,35,60,3,9023,10,6,2005,6/10/2005,12,6,2005,6/12/2005,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,36,61,3,9023,8,7,2005,7/8/2005,9,7,2005,7/9/2005,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,37,56,3,9023,12,8,2005,8/12/2005,14,8,2005,8/14/2005,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,32,65,3,9023,16,9,2005,9/16/2005,18,9,2005,9/18/2005,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,34,54,3,506,8,8,2005,8/8/2005,15,8,2005,8/15/2005,2004,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,36,52,3,502,19,8,2005,8/19/2005,29,8,2005,8/29/2005,891,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,33,58,3,506,12,9,2005,9/12/2005,19,9,2005,9/19/2005,2004,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,31,49,3,508,7,10,2005,10/7/2005,10,10,2005,10/10/2005,1006,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,33,65,3,9023,14,10,2005,10/14/2005,16,10,2005,10/16/2005,600,1,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,40,57,3,503,26,10,2005,10/26/2005,31,10,2005,10/31/2005,940,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,35,63,3,9023,11,11,2005,11/11/2005,13,11,2005,11/13/2005,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,34,63,3,9023,9,12,2005,12/9/2005,11,12,2005,12/11/2005,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,32,58,3,506,30,11,2005,11/30/2005,13,12,2005,12/13/2005,2504,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,36,52,3,509,2,1,2006,1/2/2006,6,1,2006,1/6/2006,975,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,34,62,3,9023,13,1,2006,1/13/2006,15,1,2006,1/15/2006,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,40,52,3,506,11,1,2006,1/11/2006,18,1,2006,1/18/2006,2003,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,32,65,3,9023,10,2,2006,2/10/2006,12,2,2006,2/12/2006,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,35,53,3,506,8,2,2006,2/8/2006,15,2,2006,2/15/2006,2003,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,40,49,3,502,12,2,2006,2/12/2006,26,2,2006,2/26/2006,600,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,36,61,3,9023,10,3,2006,3/10/2006,12,3,2006,3/12/2006,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,37,52,3,506,15,3,2006,3/15/2006,22,3,2006,3/22/2006,2002,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,39,49,3,509,27,3,2006,3/27/2006,31,3,2006,3/31/2006,1008,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,35,61,3,9023,7,4,2006,4/7/2006,9,4,2006,4/9/2006,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,39,47,3,502,7,4,2006,4/7/2006,9,4,2006,4/9/2006,917,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,38,50,3,506,4,4,2006,4/4/2006,19,4,2006,4/19/2006,2501,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,44,53,3,503,21,4,2006,4/21/2006,27,4,2006,4/27/2006,1399,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,36,61,3,9023,12,5,2006,5/12/2006,14,5,2006,5/14/2006,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,36,52,3,506,14,5,2006,5/14/2006,21,5,2006,5/21/2006,2000,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,44,51,3,502,20,5,2006,5/20/2006,25,5,2006,5/25/2006,1542,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,41,46,3,502,23,5,2006,5/23/2006,31,5,2006,5/31/2006,986,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,39,58,3,9023,9,6,2006,6/9/2006,11,6,2006,6/11/2006,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,43,43,3,509,26,6,2006,6/26/2006,30,6,2006,6/30/2006,891,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,40,57,3,9023,14,7,2006,7/14/2006,16,7,2006,7/16/2006,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,49,40,3,502,10,7,2006,7/10/2006,23,7,2006,7/23/2006,731,1,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,44,53,3,9023,11,8,2006,8/11/2006,13,8,2006,8/13/2006,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,44,46,3,506,16,8,2006,8/16/2006,23,8,2006,8/23/2006,2001,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,44,53,3,9023,14,9,2006,9/14/2006,17,9,2006,9/17/2006,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,46,46,3,506,13,9,2006,9/13/2006,20,9,2006,9/20/2006,2003,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,48,37,3,502,14,9,2006,9/14/2006,24,9,2006,9/24/2006,557,1,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,40,43,3,509,26,9,2006,9/26/2006,30,9,2006,9/30/2006,902,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,43,52,3,9023,12,10,2006,10/12/2006,15,10,2006,10/15/2006,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,47,45,3,506,15,10,2006,10/15/2006,22,10,2006,10/22/2006,2002,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,51,47,3,9023,8,11,2006,11/8/2006,11,11,2006,11/11/2006,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,60,32,3,506,8,11,2006,11/8/2006,19,11,2006,11/19/2006,2000,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2003,1,1,55,40,3,9023,8,12,2006,12/8/2006,10,12,2006,12/10/2006,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,57,32,3,509,2,1,2007,1/2/2007,6,1,2007,1/6/2007,985,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,55,41,3,9023,12,1,2007,1/12/2007,14,1,2007,1/14/2007,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,58,32,3,506,11,1,2007,1/11/2007,18,1,2007,1/18/2007,2014,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,47,48,3,9023,9,2,2007,2/9/2007,11,2,2007,2/11/2007,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,56,40,3,9023,9,3,2007,3/9/2007,11,3,2007,3/11/2007,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,51,38,3,506,13,3,2007,3/13/2007,20,3,2007,3/20/2007,2000,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,57,30,3,509,26,3,2007,3/26/2007,30,3,2007,3/30/2007,846,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,60,29,3,502,20,3,2007,3/20/2007,31,3,2007,3/31/2007,1093,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,53,34,3,506,3,4,2007,4/3/2007,17,4,2007,4/17/2007,2500,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,56,42,3,9023,13,4,2007,4/13/2007,15,4,2007,4/15/2007,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,59,36,3,9023,11,5,2007,5/11/2007,13,5,2007,5/13/2007,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,53,34,3,506,15,5,2007,5/15/2007,22,5,2007,5/22/2007,2005,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,56,40,3,9023,8,6,2007,6/8/2007,10,6,2007,6/10/2007,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,56,29,3,509,18,6,2007,6/18/2007,22,6,2007,6/22/2007,1000,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,52,34,3,506,28,6,2007,6/28/2007,15,7,2007,7/15/2007,2500,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,50,44,3,9023,13,7,2007,7/13/2007,15,7,2007,7/15/2007,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,57,31,3,502,3,8,2007,8/3/2007,12,8,2007,8/12/2007,1029,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,55,43,3,9023,10,8,2007,8/10/2007,14,8,2007,8/14/2007,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,55,43,3,9023,14,9,2007,9/14/2007,16,9,2007,9/16/2007,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,50,38,3,506,4,9,2007,9/4/2007,11,9,2007,9/11/2007,2003,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,42,39,3,509,1,10,2007,10/1/2007,8,10,2007,10/8/2007,625,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,53,44,3,9023,12,10,2007,10/12/2007,14,10,2007,10/14/2007,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,56,32,3,502,11,10,2007,10/11/2007,21,10,2007,10/21/2007,1201,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,51,37,3,506,10,10,2007,10/10/2007,23,10,2007,10/23/2007,2503,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,56,40,3,9023,9,11,2007,11/9/2007,11,11,2007,11/11/2007,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,57,37,3,506,27,11,2007,11/27/2007,4,12,2007,12/4/2007,2002,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,55,42,3,9023,13,12,2007,12/13/2007,15,12,2007,12/15/2007,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,60,31,3,502,10,12,2007,12/10/2007,17,12,2007,12/17/2007,1283,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,57,40,3,503,11,1,2008,1/11/2008,13,1,2008,1/13/2008,1205,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,50,44,3,506,13,1,2008,1/13/2008,20,1,2008,1/20/2008,2000,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,45,51,3,9023,15,2,2008,2/15/2008,17,2,2008,2/17/2008,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,42,56,3,9023,14,3,2008,3/14/2008,16,3,2008,3/16/2008,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,44,49,3,506,11,3,2008,3/11/2008,18,3,2008,3/18/2008,2002,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,42,55,3,9023,11,4,2008,4/11/2008,13,4,2008,4/13/2008,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,41,48,3,506,8,4,2008,4/8/2008,22,4,2008,4/22/2008,2502,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,41,51,3,506,12,5,2008,5/12/2008,18,5,2008,5/18/2008,2003,3,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,37,60,3,9023,16,5,2008,5/16/2008,18,5,2008,5/18/2008,600,3,32,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,41,48,3,502,17,5,2008,5/17/2008,26,5,2008,5/26/2008,1052,2,16,,,,,,,
2,5,9,Schwarzenegger,2,2006,2,1,40,46,3,502,8,7,2008,7/8/2008,8,7,2008,7/8/2008,809,2,16,,,,,,,
